epsilon_exact,epsilon,a_exact,c_exact,lambda_min_exact,loss_L,p_cert,p_cert_lower,p_cert_upper,p_rep,p_rep_lower,p_rep_upper,certified_width,certified_width_lower,certified_width_upper,theorem_applies,endpoint_kind,lower_p_endpoint_included,upper_p_endpoint_included,ensemble,exact_capacity_boundary
18/125,0.144,7921/15625,7704/15625,1/3,0.54086746569178743,0.64599109917049122,0.645991099170491223787116751748021276645336233200309755133276,0.645991099170491223787116751748021276645336233200309755133277,0.64898508292602588,0.648985082926025876520083929375453154465409527452647637551139,0.648985082926025876520083929375453154465409527452647637551140,0.0029939837555346527,0.002993983755534652732967177627431877820073294252337882417862,0.002993983755534652732967177627431877820073294252337882417863,True,interior,True,False,equally_weighted_Pauli_axes,False
289/2000,0.1445,505521/1000000,494479/1000000,1/3,0.54227371461209083,0.64540458667556079,0.645404586675560788540971472100117627124847091004448633516569,0.645404586675560788540971472100117627124847091004448633516570,0.64839333675055061,0.648393336750550614135445418860631218225772776183283054966852,0.648393336750550614135445418860631218225772776183283054966853,0.0029887500749898256,0.002988750074989825594473946760513591100925685178834421450282,0.002988750074989825594473946760513591100925685178834421450283,True,interior,True,False,equally_weighted_Pauli_axes,False
29/200,0.145,5041/10000,4959/10000,1/3,0.54367723079719937,0.64482032279210591,0.644820322792105912760193892117104139767041855501854260875756,0.644820322792105912760193892117104139767041855501854260875757,0.64780381549293903,0.647803815492939030304558202957805988681489389045961801528882,0.647803815492939030304558202957805988681489389045961801528883,0.0029834927008331175,0.002983492700833117544364310840701848914447533544107540653126,0.002983492700833117544364310840701848914447533544107540653127,True,interior,True,False,equally_weighted_Pauli_axes,False
291/2000,0.1455,502681/1000000,497319/1000000,1/3,0.54507801838513561,0.64423829628214919,0.644238296282149193141064856857883852690105256577889018729235,0.644238296282149193141064856857883852690105256577889018729236,0.64721650822860511,0.647216508228605109594255326373381222556272162570898564668098,0.647216508228605109594255326373381222556272162570898564668099,0.0029782119464559165,0.002978211946455916453190469515497369866166905993009545938863,0.002978211946455916453190469515497369866166905993009545938864,True,interior,True,False,equally_weighted_Pauli_axes,False
73/500,0.146,31329/62500,31171/62500,1/3,0.54647608149966496,0.64365849598600378,0.643658495986003781176756615044104347108577699788572270879700,0.643658495986003781176756615044104347108577699788572270879701,0.64663140410828051,0.646631404108280511073031590952029001969110855537724491564522,0.646631404108280511073031590952029001969110855537724491564523,0.0029729081222767299,0.002972908122276729896274975907924654860533155749152220684822,0.002972908122276729896274975907924654860533155749152220684823,True,interior,True,False,equally_weighted_Pauli_axes,False
293/2000,0.1465,499849/1000000,500151/1000000,1/3,0.54787142425035309,0.64308091082159885,0.643080910821598849942814811520622979410265291466290878516664,0.643080910821598849942814811520622979410265291466290878516665,0.64604849235737280,0.646048492357372804918698750589087079010134320589164213691778,0.646048492357372804918698750589087079010134320589164213691779,0.0029675815357739550,0.002967581535773954975883939068464099599869029122873335175113,0.002967581535773954975883939068464099599869029122873335175114,True,interior,True,False,equally_weighted_Pauli_axes,False
147/1000,0.147,124609/250000,125391/250000,1/3,0.54926405073262308,0.64250552978381206,0.642505529783812055291660250589062350835868727438778815067131,0.642505529783812055291660250589062350835868727438778815067132,0.64546776227533029,0.645467762275330290967639906777101654063159601337741993999658,0.645467762275330290967639906777101654063159601337741993999659,0.0029622324915182357,0.002962232491518235675979656188039303227290873898963178932526,0.002962232491518235675979656188039303227290873898963178932527,True,interior,True,False,equally_weighted_Pauli_axes,False
59/400,0.1475,19881/40000,20119/40000,1/3,0.55065396502781217,0.64193234194380891,0.641932341943808907032642512163960365469200060583420173348136,0.641932341943808907032642512163960365469200060583420173348137,0.64488920323501332,0.644889203235013320629317685760307692914389584882239458282459,0.644889203235013320629317685760307692914389584882239458282460,0.0029568612912044136,0.002956861291204413596675173596347327445189524298819284934322,0.002956861291204413596675173596347327445189524298819284934323,True,interior,True,False,equally_weighted_Pauli_axes,False
37/250,0.148,7744/15625,7881/15625,1/3,0.55204117120322834,0.64136133644838897,0.641361336448388966837308050857538267730053932748508803380038,0.641361336448388966837308050857538267730053932748508803380039,0.64431280468207204,0.644312804682072044660473052783999992378793513744403866837924,0.644312804682072044660473052783999992378793513744403866837925,0.0029514682336830778,0.002951468233683077823165001926461724648739580995895063457885,0.002951468233683077823165001926461724648739580995895063457886,True,interior,True,False,equally_weighted_Pauli_axes,False
297/2000,0.1485,494209/1000000,505791/1000000,1/3,0.55342567331220648,0.64079250251933879,0.640792502519338790754678884321663834124281710784711470016923,0.640792502519338790754678884321663834124281710784711470016924,0.64373855613433051,0.643738556134330510347845905717105114856699944420554937077002,0.643738556134330510347845905717105114856699944420554937077003,0.0029460536149917196,0.002946053614991719593167021395441280732418233635843467060078,0.002946053614991719593167021395441280732418233635843467060079,True,interior,True,False,equally_weighted_Pauli_axes,False
149/1000,0.149,123201/250000,126799/250000,1/3,0.55480747539416433,0.64022582945279154,0.640225829452791535348783279315538048757170937168364394099921,0.640225829452791535348783279315538048757170937168364394099922,0.64316644718117703,0.643166447181177032686533116534163372320245315266185936544734,0.643166447181177032686533116534163372320245315266185936544735,0.0029406177283854973,0.002940617728385497337749837218625323563074378097821542444813,0.002940617728385497337749837218625323563074378097821542444814,True,interior,True,False,equally_weighted_Pauli_axes,False
299/2000,0.1495,491401/1000000,508599/1000000,1/3,0.55618658147465809,0.63966130661859315,0.639661306618593147580740047756564316754074693359480783061476,0.639661306618593147580740047756564316754074693359480783061477,0.64259646748296077,0.642596467482960765163547494683120790313475531139983894101848,0.642596467482960765163547494683120790313475531139983894101849,0.0029351608643676176,0.002935160864367617582807446926556473559400837780503111040371,0.002935160864367617582807446926556473559400837780503111040372,True,interior,True,False,equally_weighted_Pauli_axes,False
3/20,0.15,49/100,51/100,1/3,0.55756299556543777,0.63909892345967506,0.639098923459675059650670543569669559555799291604599607421280,0.639098923459675059650670543569669559555799291604599607421281,0.64202860677039440,0.642028606770394396763020189255283707990906658906037267294499,0.642028606770394396763020189255283707990906658906037267294500,0.0029296833107193371,0.002929683310719337112349645685614148435107367301437659873219,0.002929683310719337112349645685614148435107367301437659873220,True,interior,True,False,equally_weighted_Pauli_axes,False
301/2000,0.1505,488601/1000000,511399/1000000,1/3,0.55893672166450224,0.63853866949143331,0.638538669491433311090888991840365623724910148524917290296325,0.638538669491433311090888991840365623724910148524917290296326,0.64146285484396290,0.641462854843962902801062306244137097609752857740823354480022,0.641462854843962902801062306244137097609752857740823354480023,0.0029241853525295917,0.002924185352529591710173314403771473884842709215906064183697,0.002924185352529591710173314403771473884842709215906064183698,True,interior,True,False,equally_weighted_Pauli_axes,False
151/1000,0.151,121801/250000,128199/250000,1/3,0.56030776375615396,0.63798053430111402,0.637980534301114021461488700471267045300538158626027898845621,0.637980534301114021461488700471267045300538158626027898845622,0.64089920157333828,0.640899201573338278174827094027441331666580048913692758229056,0.640899201573338278174827094027441331666580048913692758229057,0.0029186672722242567,0.002918667272224256713338393556174286366041890287664859383435,0.002918667272224256713338393556174286366041890287664859383436,True,interior,True,False,equally_weighted_Pauli_axes,False
303/2000,0.1515,485809/1000000,514191/1000000,1/3,0.56167612581105348,0.63742450754720514,0.637424507547205138042879957359158922654067265285701051583263,0.637424507547205138042879957359158922654067265285701051583264,0.64033763689680018,0.640337636896800182572045265943533880715908356216809435222227,0.640337636896800182572045265943533880715908356216809435222228,0.0029131293495950445,0.002913129349595044529165308584374958061841090931108383638963,0.002913129349595044529165308584374958061841090931108383638964,True,interior,True,False,equally_weighted_Pauli_axes,False
19/125,0.152,7569/15625,8056/15625,1/3,0.56304181178627359,0.63687057895883438,0.636870578958834383947320708684549279412163973726150924085747,0.636870578958834383947320708684549279412163973726150924085748,0.63977815082066243,0.639778150820662428134491521678935146312489295869371513845607,0.639778150820662428134491521678935146312489295869371513845608,0.0029075718618280442,0.002907571861828044187170812994385866900325322143220589759860,0.002907571861828044187170812994385866900325322143220589759861,True,interior,True,False,equally_weighted_Pauli_axes,False
61/400,0.1525,19321/40000,20679/40000,1/3,0.56440482562535327,0.63631873833517333,0.636318738335173333083284008248813531939960774012487516996374,0.636318738335173333083284008248813531939960774012487516996375,0.63922073341870524,0.639220733418705241001724148462867674156477185866946469382862,0.639220733418705241001724148462867674156477185866946469382863,0.0029019950835319079,0.002901995083531907918440140214054142216516411854458952386488,0.002901995083531907918440140214054142216516411854458952386489,True,interior,True,False,equally_weighted_Pauli_axes,False
153/1000,0.153,120409/250000,129591/250000,1/3,0.56576517125835128,0.63576897554484754,0.635768975544847539402892246801022899006519714343499602050655,0.635768975544847539402892246801022899006519714343499602050656,0.63866537483161323,0.638665374831613229080261281438742814408275748754598036641771,0.638665374831613229080261281438742814408275748754598036641772,0.0028963992867656897,0.002896399286765689677369034637719915401756034411098434591115,0.002896399286765689677369034637719915401756034411098434591116,True,interior,True,False,equally_weighted_Pauli_axes,False
